AccessionID,JournalID,JIF
PMC9626568,"2095-9907,2059-3635,",52.7
PMC9422364,"2049-0801,",1.6
PMC10265039,"2198-3844,",14.1
PMC9800681,"2311-6706,2150-5551,",36.3
PMC9867305,"2077-0383,",2.9
PMC9404562,"2049-2618,",12.7
PMC10493065,"2050-3121,",2.1
PMC10110550,"2041-1723,",15.7
PMC10471598,"2095-5545,2047-7538,",23.4
PMC9159187,"1368-5031,1742-1241,",2.4
PMC9532943,"1178-7074,",2.0
PMC10614675,"1838-7640,",13.3
PMC10275881,"2041-1723,",15.7
PMC10805051,"1302-7123,1308-5123,",0.9
PMC10484774,"0918-2918,1349-7235,",1.1
PMC10507196,"2589-5370,",10.0
PMC9208945,"1368-5031,1742-1241,",2.4
PMC9267730,"2077-0383,",2.9
PMC9848037,"0884-8734,1525-1497,",4.2
PMC9117235,"2041-1723,",15.7
PMC9904197,"2398-8835,",2.1
PMC9481429,"0366-6999,2542-5641,",7.3
PMC10907083,"0006-8950,1460-2156,",11.7
PMC8956038,"2077-0383,",2.9
PMC9157261,"2574-3805,",9.7
PMC9669371,"2296-858X,",3.0
PMC10583569,"2296-858X,",3.0
PMC10247745,"2041-1723,",15.7
PMC10142035,"1010-660X,1648-9144,",2.4
PMC9918217,"2077-0383,",2.9
PMC8827214,"2433-328X,2433-3298,",1.8
PMC9748694,"2296-858X,",3.0
PMC9377431,"2369-3762,",12.6
PMC8946867,"2075-4418,",3.3
PMC10502654,"2001-3078,",14.5
PMC10199044,"2095-9907,2059-3635,",52.7
PMC9814295,"2041-1723,",15.7
PMC9942461,"0353-9466,1333-9451,",0.8
PMC8875982,"2077-0383,",2.9
PMC10618245,"2041-1723,",15.7
PMC9689573,"2075-4418,",3.3
PMC9462924,"2049-0801,",1.6
PMC9396057,"1658-3612,",1.9
PMC10954454,"0305-1048,1362-4962,",13.1
PMC10205249,"2049-0801,",1.6
PMC10578673,"0025-7974,1536-5964,",1.4
PMC10634468,"1658-631X,2321-4856,",1.5
PMC9762321,"2198-3844,",14.1
PMC10428772,"2572-9241,",14.6
PMC8851814,"1756-994X,",11.2
PMC10364437,"1477-3155,",12.6
PMC10051840,"2077-0383,",2.9
PMC10683874,"0036-8075,1095-9203,",45.8
PMC9791860,"1016-3190,2223-8956,",1.6
PMC9388485,"2041-1723,",15.7
PMC8941187,"2391-5463,",1.6
PMC10354139,"0342-4642,1432-1238,",22.1
PMC10179073,"2077-0383,",2.9
PMC10112561,"2572-9241,",14.6
PMC9508818,"0305-1048,1362-4962,",13.1
PMC10342469,"2077-0383,",2.9
PMC9429112,"2572-9241,",14.6
PMC10650964,"0006-4971,1528-0020,",23.1
PMC10779559,"2077-0383,",2.9
PMC10422189,"2574-3805,",9.7
PMC9027705,"2077-0383,",2.9
PMC10445712,"1596-3519,0975-5764,",0.7
PMC10662128,"2296-858X,",3.0
PMC9365662,"1918-3003,1918-3011,",2.0
PMC8860611,"0305-1048,1362-4962,",13.1
PMC10428321,"2572-9241,",14.6
PMC9713820,"2296-858X,",3.0
PMC9478289,"0025-7974,1536-5964,",1.4
PMC10989903,"2770-5986,2770-596X,",33.2
PMC10443759,"0025-7974,1536-5964,",1.4
PMC9870219,"0732-183X,1527-7755,",43.4
PMC10162872,"1368-5031,1742-1241,",2.4
PMC10190632,"2198-3844,",14.1
PMC10250241,"0305-1048,1362-4962,",13.1
PMC9526305,"1021-7770,1423-0127,",12.1
PMC10704766,"2162-3619,",13.5
PMC8797500,"0025-7974,1536-5964,",1.4
PMC10219714,"0025-7974,1536-5964,",1.4
PMC9951036,"2574-3805,",9.7
PMC9429687,"2572-9241,",14.6
PMC9653563,"2077-0383,",2.9
PMC10359388,"2044-5385,",11.6
PMC9829064,"0820-3946,1488-2329,",12.2
PMC9457380,"2077-0383,",2.9
PMC9630418,"2041-1723,",15.7
PMC10254044,"2077-0383,",2.9
PMC10025259,"2044-5385,",11.6
PMC9794918,"2050-0904,",0.6
PMC9217059,"2049-0801,",1.6
PMC9621154,"2044-6055,",2.3
PMC10499988,"2041-1723,",15.7
PMC9336509,"2296-858X,",3.0
PMC9157756,"2296-858X,",3.0
PMC10279610,"2311-6706,2150-5551,",36.3
PMC9466357,"2398-8835,",2.1
PMC10017405,"2050-0904,",0.6
PMC10126672,"2296-858X,",3.0
PMC9146085,"2077-0383,",2.9
PMC9792090,"2296-858X,",3.0
PMC9459003,"1818-0876,2221-285X,",11.9
PMC9112194,"2052-8817,",1.3
PMC9242800,"1687-9627,1687-9635,",0.7
PMC9181720,"2077-0383,",2.9
PMC9209333,"2052-8817,",1.3
PMC10702437,"0013-936X,1520-5851,",11.3
PMC9283800,"2049-0801,",1.6
PMC10385907,"1756-8722,",40.4
PMC10364160,"2044-6055,",2.3
PMC10308815,"0013-936X,1520-5851,",11.3
PMC10651772,"0006-4971,1528-0020,",23.1
PMC10589540,"0025-7974,1536-5964,",1.4
PMC9001732,"2041-1723,",15.7
PMC9443461,"2198-3844,",14.1
PMC9226829,"0513-5796,1976-2437,",2.8
PMC10664599,"1741-7015,",8.3
PMC9374151,"1735-1995,1735-7136,",1.5
PMC10693526,"0012-6667,1179-1950,",14.4
PMC10743692,"2077-0383,",2.9
PMC9317893,"2075-4418,",3.3
PMC10543427,"2296-858X,",3.0
PMC9638747,"2044-6055,",2.3
PMC9395860,"2398-6352,",15.1
PMC10556267,"2398-8835,",2.1
PMC9888483,"2076-9172,",1.3
PMC8902761,"1756-994X,",11.2
PMC8873468,"2041-1723,",15.7
PMC10419667,"0025-7974,1536-5964,",1.4
PMC8900272,"0006-4971,1528-0020,",23.1
PMC9295684,"2050-0904,",0.6
PMC10493259,"2666-6758,",25.7
PMC8965034,"2452-199X,",20.3
PMC10385537,"1010-660X,1648-9144,",2.4
PMC10431556,"2572-9241,",14.6
PMC9239629,"0025-7974,1536-5964,",1.4
PMC9908590,"2296-858X,",3.0
PMC8722008,"1476-4598,",33.9
PMC10702545,"0013-936X,1520-5851,",11.3
PMC10744060,"2077-0383,",2.9
PMC9118331,"2296-858X,",3.0
PMC9875983,"0025-7974,1536-5964,",1.4
PMC9251069,"2296-858X,",3.0
PMC9815154,"0149-2195,1545-861X,",17.3
PMC10265368,"2324-7096,",0.8
PMC9666245,"1226-3303,2005-6648,",2.4
PMC10837373,"2198-3844,",14.1
PMC9646483,"1748-3387,1748-3395,",35.1
PMC10151227,"0513-5796,1976-2437,",2.8
PMC8927353,"2041-1723,",15.7
PMC10718343,"2049-0801,",1.6
PMC9532436,"2041-1723,",15.7
PMC9247069,"2041-1723,",15.7
PMC10538889,"0366-6999,2542-5641,",7.3
PMC10573438,"2077-0383,",2.9
PMC8888859,"2296-858X,",3.0
PMC9981372,"0025-7974,1536-5964,",1.4
PMC9244564,"2296-858X,",3.0
PMC10328613,"2049-0801,",1.6
PMC9486382,"2049-0801,",1.6
PMC10167566,"2574-3805,",9.7
PMC9559117,"0043-5341,1563-258X,",1.5
PMC9280868,"2044-6055,",2.3
PMC10462619,"2041-1723,",15.7
PMC9905019,"2050-313X,",0.6
PMC10606344,"1177-889X,",2.0
PMC10181933,"1061-4036,1546-1718,",29.0
PMC10685872,"1029-2977,1735-3947,1029-2977,",1.0
PMC10481783,"0195-668X,1522-9645,",35.7
PMC9969818,"2053-8855,",0.4
PMC9981378,"0025-7974,1536-5964,",1.4
PMC10703932,"2041-1723,",15.7
PMC10626296,"2799-8010,",1.4
PMC9768841,"2398-8835,",2.1
PMC8956593,"2041-1723,",15.7
PMC9572154,"2077-0383,",2.9
PMC9305096,"0270-9139,1527-3350,",16.8
PMC10684867,"2041-1723,",15.7
PMC10551958,"2044-6055,",2.3
PMC9758350,"2049-0801,",1.6
PMC9371912,"0305-1048,1362-4962,",13.1
PMC10745258,"0263-2136,1460-2229,",2.2
PMC9229945,"1010-660X,1648-9144,",2.4
PMC9270616,"2666-0873,",13.4
PMC9300606,"2041-1723,",15.7
PMC10532992,"1010-660X,1648-9144,",2.4
PMC8765023,"2044-6055,",2.3
PMC9845215,"2056-5968,",12.5
PMC9853248,"2044-6055,",2.3
PMC10573494,"2077-0383,",2.9
PMC10620615,"2574-3805,",9.7
PMC9184625,"2041-1723,",15.7
PMC10656681,"2296-858X,",3.0
PMC10074090,"2198-3844,",14.1
PMC9600311,"2075-4418,",3.3
PMC8959117,"2296-858X,",3.0
PMC9911763,"2095-9907,2059-3635,",52.7
PMC9314839,"0906-6713,1600-0757,",15.7
PMC9873163,"1549-1277,1549-1676,",9.9
PMC10329388,"2046-4053,",3.9
PMC8956581,"2041-1723,",15.7
PMC10729126,"2044-6055,",2.3
PMC9664416,"1941-5923,",0.7
PMC9971986,"2296-858X,",3.0
PMC10428777,"2572-9241,",14.6
PMC10069351,"1741-7015,",8.3
PMC10337681,"1177-889X,",2.0
PMC10722557,"1061-4036,1546-1718,",29.0
PMC9228729,"1010-660X,1648-9144,",2.4
PMC9874246,"2146-3123,2146-3131,",3.8
PMC9982557,"2198-3844,",14.1
PMC10514209,"2296-858X,",3.0
PMC9273695,"1741-7015,",8.3
PMC9507971,"1179-142X,",0.6
PMC9409717,"2077-0383,",2.9
PMC10203368,"2041-1723,",15.7
PMC9744803,"2041-1723,",15.7
PMC10256346,"0025-7974,1536-5964,",1.4
PMC8931821,"2053-8855,",0.4
PMC10041630,"1936-0851,1936-086X,",16.1
PMC9691352,"1838-7640,",13.3
PMC9188544,"2041-1723,",15.7
PMC9987684,"0379-5284,1658-3175,0379-5284,",1.5
PMC10189915,"2162-3619,",13.5
PMC9666175,"0025-7974,1536-5964,",1.4
PMC10641799,"2296-858X,",3.0
PMC9481428,"0366-6999,2542-5641,",7.3
PMC10510861,"2044-6055,",2.3
PMC10370374,"0379-5284,1658-3175,0379-5284,",1.5
PMC10314579,"2044-6055,",2.3
PMC9532678,"1682-024X,1681-715X,",1.7
PMC10649369,"2044-6055,",2.3
PMC10767892,"0305-1048,1362-4962,",13.1
PMC9829473,"0031-9333,1522-1210,",28.7
PMC9981730,"2041-1723,",15.7
PMC9406550,"2075-4418,",3.3
PMC8999235,"2077-0383,",2.9
PMC9299213,"0025-729X,1326-5377,",8.5
PMC9545166,"1464-7931,1469-185X,",11.7
PMC10553021,"0025-7974,1536-5964,",1.4
PMC9148005,"1010-660X,1648-9144,",2.4
PMC8878874,"0025-7974,1536-5964,",1.4
PMC10014510,"2050-0904,",0.6
PMC9403645,"2198-3844,",14.1
PMC10615483,"0025-7974,1536-5964,",1.4
PMC9430282,"2572-9241,",14.6
PMC9302331,"0025-7974,1536-5964,",1.4
PMC9858348,"2075-4418,",3.3
PMC10429512,"2572-9241,",14.6
PMC10636885,"1756-994X,",11.2
PMC10782302,"1680-6905,1729-0503,",0.9
PMC9348826,"0002-7863,1520-5126,",15.7
PMC10414077,"2044-6055,",2.3
PMC9139499,"2075-4418,",3.3
PMC9809106,"1477-3155,",12.6
PMC10733807,"2574-3805,",9.7
PMC8907763,"0918-2918,1349-7235,",1.1
PMC9829072,"0820-3946,1488-2329,",12.2
PMC9629532,"0971-5916,0975-9174,",2.5
PMC8795387,"2044-5385,",11.6
PMC9212979,"2049-0801,",1.6
PMC9098089,"2589-5370,",10.0
PMC9556811,"2296-858X,",3.0
PMC10326280,"2296-858X,",3.0
PMC9820854,"2077-0383,",2.9
PMC9605172,"2077-0383,",2.9
PMC9809253,"2044-6055,",2.3
PMC10649387,"2075-4418,",3.3
PMC9501254,"1010-660X,1648-9144,",2.4
PMC9878976,"1936-0851,1936-086X,",16.1
PMC10666547,"0013-936X,1520-5851,",11.3
PMC10070280,"1350-9047,1476-5403,",15.4
PMC9352308,"0013-936X,1520-5851,",11.3
PMC9097475,"0002-7863,1520-5126,",15.7
PMC9361744,"2044-6055,",2.3
PMC9561265,"0305-1048,1362-4962,",13.1
PMC9966891,"2077-0383,",2.9
PMC9735407,"0013-726X,1438-8812,",12.8
PMC9968231,"2077-0383,",2.9
PMC10586271,"0018-9219,1558-2256,",25.9
PMC9299937,"0025-729X,1326-5377,",8.5
PMC8832166,"2050-0904,",0.6
PMC9226120,"2041-1723,",15.7
PMC9616133,"0820-3946,1488-2329,",12.2
PMC10573889,"2077-0383,",2.9
PMC10085682,"0305-1048,1362-4962,",13.1
PMC9689019,"2075-4418,",3.3
PMC9237198,"1674-800X,1674-8018,",12.8
PMC9928584,"1465-7392,1476-4679,",19.5
PMC10624372,"2766-8509,2766-2098,",22.5
PMC10505040,"1941-5923,",0.7
PMC9699445,"2077-0383,",2.9
PMC9875605,"2198-3844,",14.1
PMC10248789,"2090-1232,2090-1224,",13.0
PMC9431640,"2572-9241,",14.6
PMC8770919,"0903-1936,1399-3003,",21.2
PMC10378969,"0025-7974,1536-5964,",1.4
PMC10576761,"2041-1723,",15.7
PMC9475547,"2198-3844,",14.1
PMC9418146,"2041-1723,",15.7
PMC9279511,"2211-3835,2211-3843,",14.6
PMC9318847,"2077-0383,",2.9
PMC10310809,"2041-1723,",15.7
PMC10375309,"2574-3805,",9.7
PMC8900784,"0820-3946,1488-2329,",12.2
PMC9608173,"1010-660X,1648-9144,",2.4
PMC10627280,"0195-668X,1522-9645,",35.7
PMC8807422,"2001-3078,",14.5
PMC9532053,"0366-6999,2542-5641,",7.3
PMC9554927,"1941-5923,",0.7
PMC10082029,"2041-1723,",15.7
PMC8995496,"2296-858X,",3.0
PMC8827223,"1918-3003,1918-3011,",2.0
PMC8907781,"0918-2918,1349-7235,",1.1
PMC9876793,"0028-0836,1476-4687,",48.5
PMC9428743,"2574-3805,",9.7
PMC10593606,"2397-3374,",15.9
PMC10495177,"0820-3946,1488-2329,",12.2
PMC10359524,"0017-5749,1468-3288,",26.2
PMC9101084,"2077-0383,",2.9
PMC10171573,"2572-9241,",14.6
PMC10667091,"1078-8956,1546-170X,",50.0
PMC9430636,"2572-9241,",14.6
PMC9876587,"0820-3946,1488-2329,",12.2
PMC10619988,"2076-9172,",1.3
PMC9712761,"2041-1723,",15.7
PMC10492800,"2041-1723,",15.7
PMC10713190,"0025-7974,1536-5964,",1.4
PMC9281366,"2050-0904,",0.6
PMC10057512,"2077-0383,",2.9
PMC10627690,"0025-7974,1536-5964,",1.4
PMC10744990,"1010-660X,1648-9144,",2.4
PMC10453647,"2075-4418,",3.3
PMC9065181,"1838-7640,",13.3
PMC9251842,"2398-8835,",2.1
PMC9885027,"1179-5476,",0.6
PMC10734617,"1040-4651,1532-298X,",11.6
PMC10427402,"2198-3844,",14.1
PMC10238028,"0025-7974,1536-5964,",1.4
PMC10299347,"2077-0383,",2.9
PMC9254367,"1449-1907,",3.2
PMC8943770,"2044-6055,",2.3
PMC8862576,"1752-1947,",0.8
PMC9040369,"1807-5932,1980-5322,",2.4
PMC10199375,"1735-1995,1735-7136,",1.5
PMC10562940,"2574-3805,",9.7
PMC9279621,"2296-858X,",3.0
PMC9267819,"2077-0383,",2.9
PMC9314802,"1354-1013,1365-2486,",12.1
PMC8931478,"2296-858X,",3.0
PMC9221855,"2075-4418,",3.3
PMC9403831,"2589-5370,",10.0
PMC10419414,"2077-0383,",2.9
PMC8870687,"2039-7275,2039-7283,",2.2
PMC10036327,"2095-9907,2059-3635,",52.7
PMC9430712,"2572-9241,",14.6
PMC10283343,"1477-3155,",12.6
PMC9206914,"2049-0801,",1.6
PMC10684198,"0366-6999,2542-5641,",7.3
PMC9759949,"2053-8855,",0.4
PMC10645029,"0971-5916,0975-9174,",2.5
PMC9128047,"2050-313X,",0.6
PMC9486096,"2296-858X,",3.0
PMC10630896,"2574-3805,",9.7
PMC9871942,"2168-6203,2168-6211,",18.0
PMC10709869,"1476-4598,",33.9
PMC9746788,"0366-6999,2542-5641,",7.3
PMC9387100,"0013-936X,1520-5851,",11.3
PMC8938551,"2041-1723,",15.7
PMC10646802,"0006-4971,1528-0020,",23.1
PMC8976011,"2041-1723,",15.7
PMC9592497,"0025-7974,1536-5964,",1.4
PMC9561273,"0305-1048,1362-4962,",13.1
PMC10419430,"0025-7974,1536-5964,",1.4
PMC9157765,"2296-858X,",3.0
PMC8988417,"2397-7523,",2.6
PMC8837121,"2077-0383,",2.9
PMC9918083,"2077-0383,",2.9
PMC9021772,"2044-6055,",2.3
PMC10743712,"2077-0383,",2.9
PMC9581353,"1549-1277,1549-1676,",9.9
PMC9409763,"2077-0383,",2.9
PMC9424091,"0918-2918,1349-7235,",1.1
PMC9745555,"2190-5991,2190-6009,",9.1
PMC9818596,"2075-4418,",3.3
PMC9572437,"2077-0383,",2.9
PMC10121561,"2041-1723,",15.7
PMC10378724,"0025-7974,1536-5964,",1.4
PMC10704095,"2296-858X,",3.0
PMC10735093,"0025-7974,1536-5964,",1.4
PMC9143316,"2077-0383,",2.9
PMC10415355,"2041-1723,",15.7
PMC8999746,"2077-0383,",2.9
PMC9997759,"0025-7974,1536-5964,",1.4
PMC9293721,"2211-3835,2211-3843,",14.6
PMC9981358,"0025-7974,1536-5964,",1.4
PMC9767677,"1535-6108,1878-3686,",44.5
PMC10208901,"0168-6445,1574-6976,",12.3
PMC9509098,"0025-7974,1536-5964,",1.4
PMC9596383,"0092-8674,1097-4172,",42.5
PMC9105357,"2077-0383,",2.9
PMC9751723,"0918-2918,1349-7235,",1.1
PMC10377935,"2075-4418,",3.3
PMC10567578,"0163-4453,1532-2742,",11.9
PMC9834809,"2050-3121,",2.1
PMC9750863,"1087-0156,1546-1696,",41.7
PMC10423218,"2041-1723,",15.7
PMC10253920,"2077-0383,",2.9
PMC10707262,"2077-0383,",2.9
PMC10206197,"2213-2317,",11.9
PMC8830874,"0025-7974,1536-5964,",1.4
PMC9053973,"0820-3946,1488-2329,",12.2
PMC9875981,"0025-7974,1536-5964,",1.4
PMC10082041,"2041-1723,",15.7
PMC10413888,"2050-3121,",2.1
PMC10665583,"2050-0904,",0.6
PMC10115977,"2296-858X,",3.0
PMC8911507,"2077-0383,",2.9
PMC10545435,"0149-2195,1545-861X,",17.3
PMC9861818,"1010-660X,1648-9144,",2.4
PMC10404796,"2050-0904,",0.6
PMC9974993,"2041-1723,",15.7
PMC9749685,"0379-5284,1658-3175,0379-5284,",1.5
PMC10091277,"2666-7762,",13.0
PMC10259409,"1734-1922,1896-9151,",3.3
PMC10430442,"2572-9241,",14.6
PMC10630897,"2574-3805,",9.7
PMC10129127,"2049-0801,",1.6
PMC10202813,"1078-8956,1546-170X,",50.0
PMC8617364,"0342-4642,1432-1238,",22.1
PMC10473459,"2391-5463,",1.6
PMC8978291,"1941-5923,",0.7
PMC9968316,"2041-1723,",15.7
PMC8887487,"0305-1048,1362-4962,",13.1
PMC10477892,"2198-3844,",14.1
PMC8749480,"2574-3805,",9.7
PMC10342416,"2077-0383,",2.9
PMC9557050,"2296-858X,",3.0
PMC9509074,"0025-7974,1536-5964,",1.4
PMC10786040,"0002-7863,1520-5126,",15.7
PMC10471836,"2001-3078,",14.5
PMC10381153,"2077-0383,",2.9
PMC8980211,"2095-9907,2059-3635,",52.7
PMC10489059,"2077-0383,",2.9
PMC10693685,"2044-6055,",2.3
PMC10398466,"1680-6905,1729-0503,",0.9
PMC8979141,"2050-0904,",0.6
PMC10755945,"2296-858X,",3.0
PMC9429449,"2572-9241,",14.6
PMC10601464,"2296-858X,",3.0
PMC9818128,"2075-4418,",3.3
PMC9352984,"2399-6641,",1.6
PMC10108403,"2050-313X,",0.6
PMC9357298,"0256-4947,0975-4466,",1.8
PMC9482985,"2590-3462,",11.6
PMC9877529,"2296-858X,",3.0
PMC9302344,"0025-7974,1536-5964,",1.4
PMC9388740,"2050-0904,",0.6
PMC8905990,"2044-6055,",2.3
PMC10878481,"0971-5916,0975-9174,",2.5
PMC9256687,"2041-1723,",15.7
PMC9521778,"0366-6999,2542-5641,",7.3
PMC9998146,"1552-5260,1552-5279,",11.1
PMC10565187,"2044-6055,",2.3
PMC9441735,"2044-6055,",2.3
PMC8941354,"2574-3805,",9.7
PMC9743519,"1476-4598,",33.9
PMC10487177,"2075-4418,",3.3
PMC9254254,"1838-7640,",13.3
PMC9871021,"2041-1723,",15.7
PMC10043901,"0379-5284,1658-3175,0379-5284,",1.5
PMC10115837,"2041-1723,",15.7
PMC10754618,"0025-7974,1536-5964,",1.4
PMC9776861,"2075-4418,",3.3
PMC9207927,"2044-6055,",2.3
PMC10255031,"2044-6055,",2.3
PMC9580055,"2799-8010,",1.4
PMC10428115,"2213-2317,",11.9
PMC10707138,"2077-0383,",2.9
PMC9430523,"2572-9241,",14.6
PMC10698625,"2574-3805,",9.7
PMC9122994,"2095-5545,2047-7538,",23.4
PMC9659563,"2296-858X,",3.0
PMC9904818,"0820-3946,1488-2329,",12.2
PMC8906868,"1178-7074,",2.0
PMC9328097,"2044-6055,",2.3
PMC10319088,"1011-7571,1423-0151,",2.2
PMC10106200,"0366-6999,2542-5641,",7.3
PMC9486346,"2044-6055,",2.3
PMC9125870,"2398-8835,",2.1
PMC9410356,"2077-0383,",2.9
PMC10657428,"2041-1723,",15.7
PMC10511637,"2041-1723,",15.7
PMC9636130,"1226-3613,2092-6413,",12.9
PMC10583184,"1449-1907,",3.2
PMC9280862,"2296-858X,",3.0
PMC9349257,"2041-1723,",15.7
PMC10782305,"1680-6905,1729-0503,",0.9
PMC10718347,"2049-0801,",1.6
PMC9902471,"2041-1723,",15.7
PMC10793825,"0971-5916,0975-9174,",2.5
PMC9700246,"2666-0873,",13.4
PMC9059840,"0903-1936,1399-3003,",21.2
PMC8860040,"2044-6055,",2.3
PMC9511968,"1179-142X,",0.6
PMC9218776,"2198-3844,",14.1
PMC10469263,"2666-5247,",20.4
PMC10572979,"2075-4418,",3.3
PMC8897429,"2041-1723,",15.7
PMC10105441,"2049-2618,",12.7
PMC9022736,"0043-5325,1613-7671,",2.1
PMC9741188,"2077-0383,",2.9
PMC9811959,"2008-7802,2008-8213,",1.5
PMC10354353,"2050-0904,",0.6
PMC9409751,"2077-0383,",2.9
PMC10390478,"2041-1723,",15.7
PMC10619074,"2044-6055,",2.3
PMC9083353,"2296-858X,",3.0
PMC10390272,"2799-8010,",1.4
PMC10252926,"1179-142X,",0.6
PMC10409746,"2041-1723,",15.7
PMC9671752,"0732-183X,1527-7755,",43.4
PMC10853723,"2198-3844,",14.1
PMC9794353,"0025-7974,1536-5964,",1.4
PMC9267144,"2077-0383,",2.9
PMC10345093,"2095-5545,2047-7538,",23.4
PMC9026621,"1752-1947,",0.8
PMC10530286,"2053-8855,",0.4
PMC9160372,"2095-5138,2053-714X,",17.1
PMC10264354,"2041-1723,",15.7
PMC10145849,"2077-0383,",2.9
PMC10069564,"2044-6055,",2.3
PMC9552915,"1525-0016,1525-0024,",12.0
PMC9786804,"1010-660X,1648-9144,",2.4
PMC9621495,"2572-9241,",14.6
PMC10431378,"0366-6999,2542-5641,",7.3
PMC10317492,"0256-4947,0975-4466,",1.8
PMC10538868,"0366-6999,2542-5641,",7.3
PMC9866170,"1010-660X,1648-9144,",2.4
PMC10090933,"2050-0904,",0.6
PMC9908550,"0028-0836,1476-4687,",48.5
PMC8943558,"2050-313X,",0.6
PMC9344349,"1807-5932,1980-5322,",2.4
PMC8922444,"1177-889X,",2.0
PMC9129262,"1177-889X,",2.0
PMC8831790,"2296-858X,",3.0
PMC8980504,"2095-9907,2059-3635,",52.7
PMC9497804,"2075-4418,",3.3
PMC10644451,"2731-4553,",2.6
PMC9181744,"2077-0383,",2.9
PMC10205279,"2049-0801,",1.6
PMC10167655,"2155-5435,",13.1
PMC9338040,"2041-1723,",15.7
PMC9388017,"0025-7974,1536-5964,",1.4
PMC10706752,"2075-4418,",3.3
PMC10562372,"2041-1723,",15.7
PMC9733378,"2046-4053,",3.9
PMC8923131,"2523-3548,",24.9
PMC9248008,"0002-7863,1520-5126,",15.7
PMC9951317,"2198-3844,",14.1
PMC8774853,"2075-4418,",3.3
PMC10046953,"2075-4418,",3.3
PMC8882270,"1752-1947,",0.8
PMC10514625,"2044-6055,",2.3
PMC9917846,"2077-0383,",2.9
PMC9387994,"0025-7974,1536-5964,",1.4
PMC9514078,"2148-4902,2536-4553,",0.9
PMC9614411,"2452-199X,",20.3
PMC9917681,"2077-0383,",2.9
PMC9022422,"0013-936X,1520-5851,",11.3
PMC9730654,"2731-4553,",2.6
PMC10001321,"2075-4418,",3.3
PMC9666089,"0025-7974,1536-5964,",1.4
PMC9120594,"2296-858X,",3.0
PMC9431377,"2572-9241,",14.6
PMC9300997,"2296-858X,",3.0
PMC10217780,"2296-858X,",3.0
PMC10619062,"2044-6055,",2.3
PMC9852432,"2041-1723,",15.7
PMC10010828,"2049-0801,",1.6
PMC9997766,"0025-7974,1536-5964,",1.4
PMC9233698,"2041-1723,",15.7
PMC10663979,"1936-878X,1876-7591,",15.2
PMC10846808,"0022-3859,0972-2823,",1.2
PMC9376115,"2095-9907,2059-3635,",52.7
PMC10011488,"2666-6758,",25.7
PMC9464814,"2296-858X,",3.0
PMC9178411,"2398-8835,",2.1
PMC9483238,"1941-5923,",0.7
PMC9237384,"2296-858X,",3.0
PMC9338509,"1477-3155,",12.6
PMC9273928,"2296-858X,",3.0
PMC10428722,"2572-9241,",14.6
PMC10631483,"2523-3548,",24.9
PMC10779888,"2077-0383,",2.9
PMC9738640,"2077-0383,",2.9
PMC9159944,"0028-0836,1476-4687,",48.5
PMC10431032,"2572-9241,",14.6
PMC10450041,"2044-6055,",2.3
PMC9842780,"2050-0904,",0.6
PMC8850678,"2049-0801,",1.6
PMC10727202,"0009-7322,1524-4539,",38.7
PMC10297358,"2075-4418,",3.3
PMC9821032,"2077-0383,",2.9
PMC10238808,"2391-5463,",1.6
PMC9481565,"2041-1723,",15.7
PMC10428922,"2572-9241,",14.6
PMC8814745,"2044-6055,",2.3
PMC10691847,"1674-800X,1674-8018,",12.8
PMC10410832,"2044-6055,",2.3
PMC10224615,"2391-5463,",1.6
PMC10162984,"2041-1723,",15.7
PMC9825512,"0305-1048,1362-4962,",13.1
PMC9379508,"2044-6055,",2.3
PMC10086092,"2311-6706,2150-5551,",36.3
PMC9811446,"2198-3844,",14.1
PMC10383907,"1010-660X,1648-9144,",2.4
PMC9369752,"2077-0383,",2.9
PMC10183957,"0353-9504,1332-8166,",2.3
PMC10657405,"2041-1723,",15.7
PMC10660839,"2039-7275,2039-7283,",2.2
PMC10710960,"2050-0904,",0.6
PMC10129210,"0366-6999,2542-5641,",7.3
PMC10160320,"0884-8734,1525-1497,",4.2
PMC9827685,"2047-9158,",15.2
PMC10654754,"2041-1723,",15.7
PMC10417017,"1392-0138,2029-4174,",0.5
PMC9624174,"2296-858X,",3.0
PMC10744114,"2077-0383,",2.9
PMC10011437,"2213-2317,",11.9
PMC10123121,"0305-1048,1362-4962,",13.1
PMC9456573,"2077-0383,",2.9
PMC10057496,"2077-0383,",2.9
PMC10179705,"2077-0383,",2.9
PMC10086207,"1838-7640,",13.3
PMC9184991,"2399-6641,",1.6
PMC9524912,"0025-7974,1536-5964,",1.4
PMC9577518,"2049-0801,",1.6
PMC10299190,"2077-0383,",2.9
PMC8863810,"2041-1723,",15.7
PMC10243051,"1741-7015,",8.3
PMC10692173,"1674-2818,2049-3169,",12.2
PMC10078636,"1552-5260,1552-5279,",11.1
PMC8781032,"2162-3619,",13.5
PMC10649302,"2077-0383,",2.9
PMC10043914,"0379-5284,1658-3175,0379-5284,",1.5
PMC8836798,"2077-0383,",2.9
PMC10501464,"2050-1161,",2.0
PMC9507012,"0006-4971,1528-0020,",23.1
PMC9063465,"2296-858X,",3.0
PMC10017241,"0918-2918,1349-7235,",1.1
PMC9114372,"2044-5385,",11.6
PMC10557028,"2374-2437,2374-2445,",20.1
PMC9718784,"2041-1723,",15.7
PMC9369635,"2077-0383,",2.9
PMC9806005,"2044-6055,",2.3
PMC10427580,"2311-6706,2150-5551,",36.3
